UF,MUNICIPIO,COBERTURA_VACINAL
RS,IBIAÇÁ,57.25
RS,TURUÇU,57.09
RS,FELIZ,56.99
RS,ÁUREA,56.88
RS,SÃO GABRIEL,56.88
RS,PARECI NOVO,56.85
RS,PALMEIRA DAS MISSÕES,56.6
RS,RIO PARDO,56.34
RS,CACHOEIRA DO SUL,56.32
RS,ESTEIO,56.09
RS,CRUZ ALTA,55.99
RS,SÃO DOMINGOS DO SUL,55.95
RS,PINHEIRO MACHADO,55.94
RS,CAMARGO,55.76
RS,QUEVEDOS,55.71
RS,RESTINGA SÊCA,55.67
RS,CAPELA DE SANTANA,55.66
RS,HERVAL,55.65
RS,GUAPORÉ,55.58
RS,ERECHIM,55.58
RS,ARROIO GRANDE,55.51
RS,NOVA PETRÓPOLIS,55.49
RS,TRÊS PASSOS,55.46
RS,SERAFINA CORRÊA,55.34
RS,CARAÁ,55.3
RS,ESTRELA,55.29
RS,GIRUÁ,55.25
RS,SÃO LOURENÇO DO SUL,55.14
RS,PRESIDENTE LUCENA,55.09
RS,TUPANDI,55.06
RS,SÃO JOSÉ DO SUL,55.05
RS,CAPITÃO,55.01
RS,IRAÍ,54.93
RS,VACARIA,54.9
RS,SANTA MARIA,54.88
RS,PORTÃO,54.86
RS,SENADOR SALGADO FILHO,54.74
RS,TIRADENTES DO SUL,54.57
RS,PORTO LUCENA,54.53
RS,GAURAMA,54.51
RS,MANOEL VIANA,54.44
RS,PAROBÉ,54.35
RS,SANTIAGO,54.34
RS,LINHA NOVA,54.3
RS,PLANALTO,54.27
RS,NOVA PRATA,54.15
RS,NONOAI,54.05
RS,ESPUMOSO,54.03
RS,DOM FELICIANO,54.03
RS,PASSO FUNDO,54.03
RS,FONTOURA XAVIER,53.81
RS,GENERAL CÂMARA,53.8
RS,TRÊS COROAS,53.73
RS,SANTO ANTÔNIO DAS MISSÕES,53.68
RS,BOM PROGRESSO,53.66
RS,VALE VERDE,53.61
RS,CACHOEIRINHA,53.61
RS,DOIS IRMÃOS,53.57
RS,RIO DOS ÍNDIOS,53.57
RS,VIADUTOS,53.55
RS,SANTA CRUZ DO SUL,53.52
RS,SARANDI,53.45
RS,EUGÊNIO DE CASTRO,53.38
RS,NÃO-ME-TOQUE,53.37
RS,PINTO BANDEIRA,53.34
RS,LINDOLFO COLLOR,53.32
RS,MAXIMILIANO DE ALMEIDA,53.24
RS,BOA VISTA DO CADEADO,53.14
RS,CAXIAS DO SUL,53.13
RS,SANTO ÂNGELO,52.98
RS,TUPANCI DO SUL,52.91
RS,PARAÍ,52.73
RS,SÃO MARTINHO DA SERRA,52.63
RS,AUGUSTO PESTANA,52.53
RS,CAMBARÁ DO SUL,52.47
RS,SAPIRANGA,52.38
RS,MAQUINÉ,52.33
RS,PORTO ALEGRE,52.26
RS,CANELA,51.94
RS,CIDREIRA,51.94
RS,IJUÍ,51.78
RS,ROCA SALES,51.77
RS,ALEGRETE,51.74
RS,RIOZINHO,51.7
RS,HORIZONTINA,51.7
RS,NOVO HAMBURGO,51.48
RS,EREBANGO,51.48
RS,SILVEIRA MARTINS,51.47
RS,NOVA SANTA RITA,51.2
RS,CHUVISCA,51.18
RS,NOVA HARTZ,51.11
RS,MONTENEGRO,51.09
RS,RIO GRANDE,50.98
RS,PAULO BENTO,50.94
RS,MARCELINO RAMOS,50.78
RS,TRÊS DE MAIO,50.6
RS,MIRAGUAÍ,50.4
RS,LAJEADO,50.38
RS,NOVA BASSANO,50.25
RS,ALVORADA,49.8
RS,PEDRO OSÓRIO,49.77
RS,TRÊS PALMEIRAS,49.64
RS,CARLOS BARBOSA,49.62
RS,ARROIO DO PADRE,49.61
RS,SANANDUVA,49.56
RS,FARROUPILHA,49.55
RS,VESPASIANO CORRÊA,49.55
RS,SANTO ANTÔNIO DO PLANALTO,49.52
RS,BENTO GONÇALVES,49.51
RS,BENJAMIN CONSTANT DO SUL,49.48
RS,PORTO MAUÁ,49.47
RS,FLORIANO PEIXOTO,49.44
RS,DONA FRANCISCA,49.44
RS,ARARICÁ,49.43
RS,NOVO TIRADENTES,49.37
RS,VISTA GAÚCHA,49.35
RS,INDEPENDÊNCIA,49.25
RS,TAPES,49.17
RS,NOVO MACHADO,48.95
RS,TENENTE PORTELA,48.74
RS,CRISSIUMAL,48.61
RS,CANDELÁRIA,48.6
RS,TRÊS CACHOEIRAS,48.59
RS,GRAVATAÍ,48.54
RS,HARMONIA,48.52
RS,PANAMBI,48.49
RS,ERVAL GRANDE,48.44
RS,MUITOS CAPÕES,48.38
RS,URUGUAIANA,48.21
RS,PAVERAMA,48.16
RS,SÃO SEBASTIÃO DO CAÍ,47.98
RS,PINHEIRINHO DO VALE,47.88
RS,VENÂNCIO AIRES,47.8
RS,ELDORADO DO SUL,47.65
RS,LAGOA VERMELHA,47.62
RS,TAQUARA,47.6
RS,PASSO DO SOBRADO,47.59
RS,SANTA MARIA DO HERVAL,47.51
RS,VALE DO SOL,47.43
RS,SALVADOR DO SUL,47.34
RS,NOVA PÁDUA,47.14
RS,SÃO MARCOS,47.12
RS,ARROIO DO MEIO,47.0
RS,PELOTAS,46.96
RS,INHACORÁ,46.84
RS,VICENTE DUTRA,46.62
RS,DOIS LAJEADOS,46.6
RS,BOM PRINCÍPIO,46.28
RS,TEUTÔNIA,46.28
RS,SÃO VALENTIM DO SUL,46.16
RS,BUTIÁ,46.09
RS,PONTÃO,45.88
RS,ÁGUA SANTA,45.84
RS,SÃO JOSÉ DO NORTE,45.34
RS,VERA CRUZ,45.22
RS,FAXINALZINHO,45.1
RS,SÃO VICENTE DO SUL,44.89
RS,SANT'ANA DO LIVRAMENTO,44.85
RS,CANUDOS DO VALE,44.81
RS,SEVERIANO DE ALMEIDA,44.74
RS,SÃO LEOPOLDO,44.71
RS,WESTFÁLIA,44.59
RS,CRISTAL,44.4
RS,SANTA VITÓRIA DO PALMAR,44.36
RS,ARVOREZINHA,44.34
RS,ROLANTE,44.3
RS,TAQUARI,44.29
RS,ESTAÇÃO,43.89
RS,CACIQUE DOBLE,43.74
RS,GETÚLIO VARGAS,43.68
RS,SÃO SEPÉ,43.64
RS,TABAÍ,43.53
RS,IMIGRANTE,42.98
RS,ITACURUBI,42.98
RS,FORQUETINHA,42.92
RS,PARAÍSO DO SUL,42.87
RS,BOQUEIRÃO DO LEÃO,42.85
RS,ENCANTADO,42.1
RS,SANTANA DA BOA VISTA,41.64
RS,JAGUARÃO,41.36
RS,SANTO AUGUSTO,40.98
RS,CHARRUA,40.96
RS,TERRA DE AREIA,40.73
RS,FAZENDA VILANOVA,40.7
RS,SINIMBU,40.68
RS,REDENTORA,40.34
RS,CRUZEIRO DO SUL,39.88
RS,LAJEADO DO BUGRE,39.49
RS,IPIRANGA DO SUL,39.39
RS,CAMPINAS DO SUL,38.7
RS,SÃO PEDRO DO SUL,38.44
RS,ANDRÉ DA ROCHA,38.1
RS,CACEQUI,38.02
RS,QUATRO IRMÃOS,37.31
RS,PIRATINI,36.18
RS,CAPÃO BONITO DO SUL,36.15
RS,ALMIRANTE TAMANDARÉ DO SUL,34.27
RS,BARRA DO QUARAÍ,33.02
RS,SANTO EXPEDITO DO SUL,31.67
RS,CHUÍ,28.28
RS,CAPÃO DO LEÃO,25.31
SC,CERRO NEGRO,130.36
SC,ANITÁPOLIS,101.05
SC,ARMAZÉM,98.54
SC,PEDRAS GRANDES,96.32
SC,CAPIVARI DE BAIXO,94.65
SC,GUATAMBÚ,93.92
SC,TREZE DE MAIO,93.08
SC,VARGEM,90.64
SC,RANCHO QUEIMADO,89.91
SC,SÃO JOSÉ DO CERRITO,89.56
SC,CELSO RAMOS,88.66
SC,SANTA ROSA DE LIMA,88.64
SC,RIO FORTUNA,86.35
SC,NOVO HORIZONTE,85.64
SC,JUPIÁ,83.58
SC,GALVÃO,83.54
SC,SANTA TEREZINHA DO PROGRESSO,83.17
SC,PRAIA GRANDE,82.2
SC,IBICARÉ,81.85
SC,SERRA ALTA,81.63
SC,MATOS COSTA,81.63
SC,PORTO UNIÃO,81.48
SC,CORONEL MARTINS,80.92
SC,PALHOÇA,80.79
SC,MORRO GRANDE,80.2
SC,IRINEÓPOLIS,80.09
SC,ABDON BATISTA,79.73
SC,TANGARÁ,79.16
SC,DONA EMMA,78.93
SC,BRAÇO DO NORTE,78.49
SC,SÃO LUDGERO,78.35
SC,SÃO MIGUEL DA BOA VISTA,77.71
SC,LEOBERTO LEAL,77.54
SC,PESCARIA BRAVA,77.38
SC,SÃO JOÃO DO ITAPERIÚ,77.3
SC,SUL BRASIL,76.55
SC,SANTA ROSA DO SUL,76.54
SC,PRESIDENTE NEREU,76.33
SC,SANTA HELENA,75.99
SC,ÁGUAS FRIAS,75.84
SC,TUNÁPOLIS,75.46
SC,PONTE ALTA DO NORTE,75.05
SC,UNIÃO DO OESTE,74.91
SC,SÃO MIGUEL DO OESTE,74.24
SC,SÃO MARTINHO,73.98
SC,WITMARSUM,73.84
SC,ARVOREDO,73.81
SC,BALNEÁRIO ARROIO DO SILVA,73.32
SC,SANTIAGO DO SUL,73.32
SC,IPORÃ DO OESTE,73.12
SC,ARROIO TRINTA,72.52
SC,VITOR MEIRELES,72.17
SC,XAVANTINA,71.99
SC,SÃO JOÃO DO SUL,71.71
SC,FORMOSA DO SUL,71.59
SC,LAURO MÜLLER,71.52
SC,FRAIBURGO,71.08
SC,FLOR DO SERTÃO,70.72
SC,MAREMA,70.39
SC,DESCANSO,70.39
SC,IBIAM,70.1
SC,PASSO DE TORRES,70.04
SC,RODEIO,70.0
SC,TIGRINHOS,69.84
SC,VARGEÃO,69.72
SC,SÃO BERNARDINO,69.48
SC,RIO DO OESTE,69.38
SC,PAIAL,69.1
SC,VARGEM BONITA,69.09
SC,GUARACIABA,68.68
SC,SÃO DOMINGOS,68.07
SC,ITAPOÁ,67.65
SC,CORREIA PINTO,67.56
SC,SEARA,67.41
SC,ZORTÉA,67.41
SC,IMBITUBA,67.37
SC,FREI ROGÉRIO,67.19
SC,ITÁ,67.05
SC,BALNEÁRIO RINCÃO,66.93
SC,CAPÃO ALTO,66.63
SC,MACIEIRA,66.62
SC,ANITA GARIBALDI,66.35
SC,IMARUÍ,66.19
SC,CORDILHEIRA ALTA,66.11
SC,PIRATUBA,66.0
SC,HERVAL D'OESTE,65.78
SC,PORTO BELO,65.77
SC,CAIBI,65.67
SC,GOVERNADOR CELSO RAMOS,65.43
SC,SALTO VELOSO,65.34
SC,GUARUJÁ DO SUL,65.19
SC,IRATI,65.12
SC,PINHALZINHO,64.94
SC,NOVA ERECHIM,64.87
SC,ANTÔNIO CARLOS,64.74
SC,RIQUEZA,64.51
SC,SANTO AMARO DA IMPERATRIZ,64.43
SC,GAROPABA,64.27
SC,BALNEÁRIO PIÇARRAS,64.08
SC,IOMERÊ,64.05
SC,CAMPO BELO DO SUL,63.86
SC,CORONEL FREITAS,63.74
SC,INDAIAL,62.95
SC,CHAPADÃO DO LAGEADO,62.9
SC,TUBARÃO,62.83
SC,PALMA SOLA,62.63
SC,PINHEIRO PRETO,62.54
SC,MONDAÍ,62.46
SC,TREVISO,62.43
SC,MELEIRO,62.25
SC,OURO VERDE,61.65
SC,MONTE CASTELO,61.53
SC,BOMBINHAS,61.52
SC,BELMONTE,61.45
SC,ATALANTA,61.25
SC,MARACAJÁ,61.16
SC,URUSSANGA,61.13
SC,GRAVATAL,60.71
SC,CATANDUVAS,60.05
SC,ANCHIETA,59.98
SC,ROMELÂNDIA,59.86
SC,BARRA VELHA,59.68
SC,JABORÁ,59.67
SC,FAXINAL DOS GUEDES,59.61
SC,SÃO PEDRO DE ALCÂNTARA,59.58
SC,SALETE,59.58
SC,BRUNÓPOLIS,59.4
SC,URUBICI,59.22
SC,LACERDÓPOLIS,58.87
SC,SÃO JOSÉ DO CEDRO,58.86
SC,PONTE SERRADA,58.86
SC,MODELO,58.82
SC,OTACÍLIO COSTA,58.71
SC,SÃO JOÃO DO OESTE,58.63
SC,CAXAMBU DO SUL,58.6
SC,ARAQUARI,58.56
SC,JACINTO MACHADO,58.34
SC,ORLEANS,58.27
SC,TIMBÉ DO SUL,58.25
SC,IRANI,58.21
SC,MORRO DA FUMAÇA,58.2
SC,NOVA ITABERABA,58.18
SC,ITAIÓPOLIS,58.08
SC,SANTA TEREZINHA,58.04
SC,ALTO BELA VISTA,57.98
SC,LAJEADO GRANDE,57.89
SC,AGROLÂNDIA,57.76
SC,CAMPO ERÊ,57.76
SC,JAGUARUNA,57.56
SC,TREZE TÍLIAS,57.51
SC,JOAÇABA,57.45
SC,GUABIRUBA,57.4
SC,PAULO LOPES,57.29
SC,BARRA BONITA,57.12
SC,GRÃO PARÁ,57.02
SC,AGRONÔMICA,56.99
SC,COCAL DO SUL,56.92
SC,PARAÍSO,56.54
SC,CAPINZAL,56.51
SC,BALNEÁRIO GAIVOTA,56.42
SC,ANGELINA,56.39
SC,BOTUVERÁ,56.33
SC,QUILOMBO,56.33
SC,MARAVILHA,56.17
SC,OURO,56.15
SC,SAUDADES,56.07
SC,SANTA CECÍLIA,55.89
SC,SANGÃO,55.84
SC,PETROLÂNDIA,55.78
SC,JARAGUÁ DO SUL,55.78
SC,BLUMENAU,55.64
SC,MAJOR GERCINO,55.64
SC,PRINCESA,55.52
SC,BOM JESUS DO OESTE,55.0
SC,TRÊS BARRAS,54.98
SC,PERITIBA,54.96
SC,IPIRA,54.96
SC,BOM RETIRO,54.92
SC,ERVAL VELHO,54.74
SC,CONCÓRDIA,54.52
SC,LINDÓIA DO SUL,53.9
SC,BRAÇO DO TROMBUDO,53.7
SC,MIRIM DOCE,53.61
SC,ALFREDO WAGNER,53.58
SC,LAGUNA,53.51
SC,NOVA VENEZA,53.33
SC,SÃO BENTO DO SUL,53.21
SC,CRICIÚMA,53.03
SC,JOSÉ BOITEUX,53.01
SC,TROMBUDO CENTRAL,52.79
SC,BOM JESUS,52.76
SC,GASPAR,52.73
SC,APIÚNA,52.65
SC,LEBON RÉGIS,52.58
SC,PRESIDENTE GETÚLIO,52.32
SC,MAFRA,52.28
SC,MASSARANDUBA,52.23
SC,PLANALTO ALEGRE,52.19
SC,TURVO,52.09
SC,CUNHATAÍ,52.05
SC,CAMBORIÚ,51.96
SC,CANOINHAS,51.87
SC,BOCAINA DO SUL,51.79
SC,IRACEMINHA,51.79
SC,IÇARA,51.78
SC,FLORIANÓPOLIS,51.75
SC,SÃO JOSÉ,51.43
SC,VIDAL RAMOS,51.43
SC,RIO DO SUL,51.41
SC,ARABUTÃ,51.16
SC,PAINEL,51.16
SC,IMBUIA,51.04
SC,SALTINHO,50.83
SC,LUZERNA,50.56
SC,PAPANDUVA,50.34
SC,PASSOS MAIA,50.31
SC,RIO DOS CEDROS,50.28
SC,RIO NEGRINHO,50.14
SC,JARDINÓPOLIS,50.09
SC,CHAPECÓ,50.01
SC,ITUPORANGA,49.94
SC,CORUPÁ,49.84
SC,CALMON,49.8
SC,SÃO BONIFÁCIO,49.27
SC,SÃO LOURENÇO DO OESTE,49.21
SC,ÁGUAS MORNAS,49.13
SC,RIO DAS ANTAS,48.96
SC,FORQUILHINHA,48.9
SC,PALMITOS,48.83
SC,PENHA,48.81
SC,TIMBÓ GRANDE,48.79
SC,CUNHA PORÃ,48.57
SC,PALMEIRA,48.55
SC,BALNEÁRIO BARRA DO SUL,48.24
SC,SIDERÓPOLIS,48.18
SC,LUIZ ALVES,48.03
SC,ARARANGUÁ,47.8
SC,AURORA,47.55
SC,ÁGUA DOCE,47.54
SC,IBIRAMA,47.43
SC,ITAPEMA,47.34
SC,BANDEIRANTE,47.08
SC,CURITIBANOS,46.98
SC,RIO RUFINO,46.97
SC,DOUTOR PEDRINHO,46.94
SC,SÃO CRISTÓVÃO DO SUL,46.78
SC,LONTRAS,46.73
SC,TIMBÓ,46.7
SC,BALNEÁRIO CAMBORIÚ,46.56
SC,TIJUCAS,46.22
SC,BELA VISTA DO TOLDO,46.14
SC,SÃO FRANCISCO DO SUL,46.11
SC,CAMPO ALEGRE,45.9
SC,CANELINHA,45.9
SC,ENTRE RIOS,45.31
SC,SÃO JOAQUIM,45.25
SC,BIGUAÇU,45.14
SC,IPUMIRIM,44.96
SC,URUPEMA,44.68
SC,MONTE CARLO,44.33
SC,JOINVILLE,44.23
SC,BRUSQUE,44.17
SC,TAIÓ,43.82
SC,RIO DO CAMPO,43.8
SC,ITAPIRANGA,43.8
SC,LAGES,43.46
SC,MAJOR VIEIRA,43.14
SC,POMERODE,43.01
SC,CAÇADOR,42.98
SC,ILHOTA,42.75
SC,XANXERÊ,42.03
SC,VIDEIRA,41.57
SC,BOM JARDIM DA SERRA,41.14
SC,NAVEGANTES,40.37
SC,ERMO,40.14
SC,SOMBRIO,40.02
SC,GARUVA,39.82
SC,SÃO JOÃO BATISTA,39.74
SC,BENEDITO NOVO,39.63
SC,ITAJAÍ,39.39
SC,GUARAMIRIM,39.0
SC,SÃO CARLOS,38.9
SC,CAMPOS NOVOS,37.94
SC,XAXIM,37.82
SC,ABELARDO LUZ,37.43
SC,POUSO REDONDO,37.24
SC,SCHROEDER,36.86
SC,PRESIDENTE CASTELLO BRANCO,36.52
SC,IPUAÇU,36.43
SC,PONTE ALTA,35.92
SC,NOVA TRENTO,35.87
SC,DIONÍSIO CERQUEIRA,35.8
SC,ASCURRA,34.46
SC,LAURENTINO,31.12
SC,ÁGUAS DE CHAPECÓ,28.36
SE,RIACHÃO DO DANTAS,127.8
SE,BOQUIM,103.47
SE,RIACHUELO,102.05
SE,UMBAÚBA,100.52
SE,SANTA ROSA DE LIMA,99.55
SE,PIRAMBU,98.09
SE,MURIBECA,97.6
SE,ITABAIANINHA,97.13
SE,GARARU,96.13
SE,ARAUÁ,95.92
SE,SANTO AMARO DAS BROTAS,95.37
SE,CEDRO DE SÃO JOÃO,93.61
SE,ESTÂNCIA,91.64
SE,SANTANA DO SÃO FRANCISCO,90.7
SE,JAPARATUBA,89.56
SE,CARMÓPOLIS,89.38
SE,LARANJEIRAS,89.01
SE,AMPARO DO SÃO FRANCISCO,88.97
SE,CRISTINÁPOLIS,88.88
SE,TOBIAS BARRETO,88.21
SE,CUMBE,87.8
SE,PACATUBA,87.28
SE,CANHOBA,85.18
SE,GENERAL MAYNARD,83.37
SE,TELHA,83.24
SE,RIBEIRÓPOLIS,82.25
SE,MOITA BONITA,81.05
SE,SALGADO,80.7
SE,PINHÃO,78.52
SE,MALHADOR,76.3
SE,NOSSA SENHORA DE LOURDES,76.17
SE,PEDRA MOLE,75.66
SE,MARUIM,74.22
SE,MACAMBIRA,72.65
SE,MALHADA DOS BOIS,72.28
SE,FREI PAULO,70.96
SE,SÃO FRANCISCO,70.35
SE,CAPELA,70.12
SE,SÃO DOMINGOS,69.17
SE,GRACHO CARDOSO,66.79
SE,NOSSA SENHORA DA GLÓRIA,66.08
SE,JAPOATÃ,66.08
SE,PORTO DA FOLHA,64.59
SE,ITAPORANGA D'AJUDA,64.42
SE,POÇO REDONDO,64.04
SE,ITABI,63.94
SE,SÃO MIGUEL DO ALEIXO,63.08
SE,DIVINA PASTORA,62.78
SE,ROSÁRIO DO CATETE,61.58
SE,MONTE ALEGRE DE SERGIPE,61.37
SE,BARRA DOS COQUEIROS,60.66
SE,ILHA DAS FLORES,60.49
SE,NOSSA SENHORA DAS DORES,60.37
SE,ITABAIANA,60.21
SE,SÃO CRISTÓVÃO,59.43
SE,AREIA BRANCA,58.77
SE,PROPRIÁ,58.17
SE,SIRIRI,57.61
SE,CAMPO DO BRITO,56.93
SE,INDIAROBA,56.55
SE,PEDRINHAS,54.55
SE,AQUIDABÃ,53.48
SE,FEIRA NOVA,53.02
SE,BREJO GRANDE,52.96
SE,TOMAR DO GERU,52.57
SE,NOSSA SENHORA DO SOCORRO,52.33
SE,CARIRA,51.83
SE,SANTA LUZIA DO ITANHY,51.35
SE,ARACAJU,49.89
SE,NOSSA SENHORA APARECIDA,49.12
SE,CANINDÉ DE SÃO FRANCISCO,48.67
SE,POÇO VERDE,47.9
SE,SIMÃO DIAS,46.0
SE,LAGARTO,42.61
SE,NEÓPOLIS,38.73
SP,SANTA MARIA DA SERRA,121.86
SP,OUROESTE,116.32
SP,ANHEMBI,111.37
SP,CAJAMAR,108.93
SP,BALBINOS,107.34
SP,ROSEIRA,106.35
SP,TEJUPÁ,103.2
SP,SÃO JOSÉ DO BARREIRO,101.69
SP,ARAPEÍ,101.36
SP,PONTAL,100.69
SP,SANTA CRUZ DA ESPERANÇA,99.23
SP,ÁGUAS DA PRATA,98.91
SP,OURINHOS,98.49
SP,PALMARES PAULISTA,97.91
SP,NOVO HORIZONTE,97.36
SP,PEDRINHAS PAULISTA,96.36
SP,SÃO FRANCISCO,96.32
SP,PARANAPUÃ,96.07
SP,PARISI,96.02
SP,BURITIZAL,95.63
SP,LUÍS ANTÔNIO,94.28
SP,TORRE DE PEDRA,93.79
SP,SANTA SALETE,93.55
SP,PRESIDENTE BERNARDES,92.36
SP,GUATAPARÁ,92.29
SP,FARTURA,92.22
SP,PRATÂNIA,92.18
SP,PRESIDENTE ALVES,92.04
SP,ILHA COMPRIDA,91.81
SP,REGENTE FEIJÓ,90.11
SP,IPUÃ,89.96
SP,QUATÁ,89.79
SP,NANTES,89.76
SP,SERRA AZUL,89.72
SP,PRACINHA,89.61
SP,SÃO MANUEL,88.86
SP,INDIANA,88.75
SP,ALFREDO MARCONDES,88.63
SP,PRADÓPOLIS,88.46
SP,TAQUARIVAÍ,88.38
SP,RIBEIRA,88.17
SP,VARGEM,88.14
SP,TAIÚVA,88.1
SP,MARAPOAMA,88.09
SP,SÃO LUIZ DO PARAITINGA,87.46
SP,PIQUEROBI,86.28
SP,ALTAIR,86.0
SP,FERNÃO,85.54
SP,CANAS,84.86
SP,TURMALINA,84.39
SP,SANTA CLARA D'OESTE,84.39
SP,ITAOCA,84.38
SP,JABORANDI,84.3
SP,OCAUÇU,84.2
SP,ÁGUAS DE SÃO PEDRO,84.02
SP,IGARAPAVA,83.99
SP,TARABAI,83.39
SP,ITIRAPUÃ,83.33
SP,MENDONÇA,82.97
SP,APIAÍ,82.73
SP,CLEMENTINA,82.62
SP,NOVA INDEPENDÊNCIA,81.75
SP,RIBEIRÃO BRANCO,81.4
SP,SEBASTIANÓPOLIS DO SUL,81.08
SP,PAULICÉIA,81.02
SP,REDENÇÃO DA SERRA,80.99
SP,APARECIDA D'OESTE,80.97
SP,CAIUÁ,80.6
SP,TAIAÇU,80.26
SP,CAFELÂNDIA,80.04
SP,ITAJU,80.0
SP,SÃO JOÃO DAS DUAS PONTES,80.0
SP,LAGOINHA,79.99
SP,LOURDES,79.61
SP,JARDINÓPOLIS,79.61
SP,SANTO ANTÔNIO DA ALEGRIA,79.6
SP,GUARANTÃ,79.5
SP,TEODORO SAMPAIO,79.46
SP,SARUTAIÁ,79.23
SP,IRAPURU,79.06
SP,ORINDIÚVA,78.95
SP,NARANDIBA,78.95
SP,MONÇÕES,78.95
SP,PARAÍSO,78.75
SP,ITAJOBI,78.54
SP,PIRANGI,78.37
SP,GLICÉRIO,78.32
SP,IEPÊ,78.02
SP,BARÃO DE ANTONINA,77.76
SP,CATIGUÁ,77.73
SP,TAQUARITUBA,77.65
SP,PAULISTÂNIA,77.44
SP,ÁLVARES FLORENCE,76.33
SP,MACEDÔNIA,76.29
SP,PROMISSÃO,76.27
SP,BURI,76.22
SP,BOFETE,76.18
SP,TACIBA,76.08
SP,ALAMBARI,75.91
SP,SANTA MERCEDES,75.9
SP,LUCIANÓPOLIS,75.68
SP,NOVAIS,75.66
SP,FLORÍNEA,75.65
SP,DOLCINÓPOLIS,75.31
SP,RIBEIRÃO DOS ÍNDIOS,75.28
SP,COLÔMBIA,75.25
SP,CAIEIRAS,74.91
SP,IBIRAREMA,74.84
SP,CÁSSIA DOS COQUEIROS,74.76
SP,JOÃO RAMALHO,74.74
SP,CAJURU,74.35
SP,LORENA,74.19
SP,MONTEIRO LOBATO,73.69
SP,MARIÁPOLIS,73.59
SP,CORONEL MACEDO,73.57
SP,BORÁ,73.56
SP,GUARACI,73.48
SP,EMBAÚBA,73.37
SP,TABATINGA,73.35
SP,IGARATÁ,73.2
SP,MOCOCA,73.09
SP,CAMPOS NOVOS PAULISTA,72.5
SP,ASPÁSIA,72.41
SP,RIVERSUL,72.09
SP,MIRASSOLÂNDIA,72.05
SP,MARABÁ PAULISTA,71.86
SP,PARANAPANEMA,71.75
SP,INÚBIA PAULISTA,71.55
SP,SANTANA DA PONTE PENSA,71.36
SP,ÁLVARES MACHADO,71.18
SP,SÃO JOÃO DE IRACEMA,71.14
SP,IPIGUÁ,70.92
SP,ELDORADO,70.9
SP,NOVA GUATAPORANGA,70.84
SP,CRISTAIS PAULISTA,70.78
SP,VINHEDO,70.65
SP,ANHUMAS,70.58
SP,MACAUBAL,70.58
SP,URU,70.57
SP,BANANAL,70.37
SP,CARDOSO,70.35
SP,SALTO GRANDE,70.19
SP,PINHALZINHO,70.07
SP,CAPIVARI,69.69
SP,BOM SUCESSO DE ITARARÉ,69.68
SP,BASTOS,69.68
SP,ARARAS,69.59
SP,ITAPIRAPUÃ PAULISTA,69.35
SP,PERUÍBE,69.18
SP,ARCO-ÍRIS,68.97
SP,RIBEIRÃO CORRENTE,68.73
SP,TAQUARAL,68.6
SP,GÁLIA,68.48
SP,BREJO ALEGRE,68.46
SP,EMILIANÓPOLIS,68.34
SP,CÂNDIDO RODRIGUES,68.22
SP,TANABI,68.2
SP,GUARAREMA,68.13
SP,TATUÍ,67.93
SP,DOIS CÓRREGOS,67.85
SP,BOCAINA,67.82
SP,PORTO FERREIRA,67.73
SP,ENGENHEIRO COELHO,67.68
SP,BATATAIS,67.42
SP,JOSÉ BONIFÁCIO,67.38
SP,CRUZÁLIA,67.26
SP,CANITAR,67.15
SP,GAVIÃO PEIXOTO,67.04
SP,ADAMANTINA,66.96
SP,DESCALVADO,66.93
SP,TAGUAÍ,66.83
SP,TRÊS FRONTEIRAS,66.75
SP,OSCAR BRESSANE,66.7
SP,ADOLFO,66.69
SP,IARAS,66.68
SP,GUARIBA,66.52
SP,RIBEIRÃO GRANDE,66.5
SP,ARANDU,66.39
SP,REGINÓPOLIS,66.38
SP,LOUVEIRA,66.35
SP,BILAC,66.33
SP,AMÉRICO DE CAMPOS,66.2
SP,NOVA CAMPINA,66.17
SP,PRESIDENTE VENCESLAU,66.02
SP,NOVA CANAÃ PAULISTA,65.99
SP,PORANGABA,65.94
SP,ARAÇARIGUAMA,65.91
SP,QUINTANA,65.89
SP,PITANGUEIRAS,65.83
SP,CABRÁLIA PAULISTA,65.82
SP,SÃO JOSÉ DO RIO PARDO,65.71
SP,BEBEDOURO,65.46
SP,VARGEM GRANDE DO SUL,65.41
SP,INDAIATUBA,65.2
SP,COSMORAMA,65.19
SP,SÃO PEDRO,65.19
SP,QUEIROZ,65.14
SP,OSASCO,65.14
SP,ITOBI,65.12
SP,ÓLEO,65.07
SP,POPULINA,65.04
SP,MARINÓPOLIS,65.03
SP,PEREIRAS,65.03
SP,RUBINÉIA,64.96
SP,RESTINGA,64.91
SP,ESPÍRITO SANTO DO TURVO,64.86
SP,LUTÉCIA,64.72
SP,PEDRANÓPOLIS,64.71
SP,GUZOLÂNDIA,64.58
SP,CAJOBI,64.57
SP,FERNANDO PRESTES,64.51
SP,NIPOÃ,64.41
SP,PIRAPOZINHO,64.32
SP,SANTA RITA D'OESTE,64.08
SP,JAMBEIRO,64.05
SP,TRABIJU,63.88
SP,PRESIDENTE EPITÁCIO,63.78
SP,LUCÉLIA,63.65
SP,RIOLÂNDIA,63.61
SP,JOANÓPOLIS,63.61
SP,URUPÊS,63.47
SP,DUMONT,63.36
SP,GUAIÇARA,63.32
SP,MURUTINGA DO SUL,63.13
